@relation ns.arff

@attribute DATE numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute WVHT numeric
@attribute DPD numeric
@attribute APD numeric
@attribute MWD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute VIS numeric
@attribute TIDE numeric

@data
1326437400,310,10.2,12.8,5.36,11.43,7.91,?,1011,-4.1,4,?,?,?
1326441000,319,12,15.4,5.43,10.81,8.18,?,1011.8,-4.7,4,?,?,?
1326444600,317,14.3,17.8,5.14,11.43,7.55,?,1012.1,-4.6,4,?,?,?
1326448200,305,12.5,16.1,5.53,10.81,8.06,?,1012.9,-4.4,4,?,?,?
1326451800,299,13.4,17.9,5.47,10.81,7.99,?,1013.1,-5,4,?,?,?
1326455400,304,13.2,16,5.33,11.43,7.7,?,1013.3,-4.4,3.9,?,?,?
1326459000,294,13.8,18.3,5.31,11.43,7.92,?,1013.3,-4.6,3.9,?,?,?
1326462600,305,15,18,5.22,12.12,7.69,?,1013.5,-4.5,3.9,?,?,?
1326466200,311,15.3,19.3,5.27,11.43,7.67,?,1013.6,-4,4,?,?,?
1326469800,307,15.4,18.4,5.66,10.81,7.83,?,1013.8,-3.2,4,?,?,?
1326473400,301,16,21.6,5.79,10.81,7.78,?,1014.2,-2.8,3.9,?,?,?
1326477000,303,18.3,22.8,6.48,11.43,7.85,?,1014.6,-2.6,3.7,?,?,?
1326480600,308,18,23.1,7.42,11.43,8.57,?,1015.5,-2.4,3.7,?,?,?
1326484200,308,16.8,21.2,6.48,11.43,8.11,?,1016.3,-2.3,3.8,?,?,?
1326487800,313,16.7,20.5,6.71,12.12,8.43,?,1016.8,-2.3,3.8,?,?,?
1326491400,313,16.6,20.1,6.86,11.43,8.55,?,1017.5,-2.3,3.9,?,?,?
1326495000,314,16.3,20.1,6.24,10.81,8.2,?,1017.8,-2.2,3.8,?,?,?
1326498600,318,15.6,19.8,5.8,10.81,7.89,?,1018.3,-2.3,3.8,?,?,?
1326502200,313,15.9,19.7,6.22,11.43,8.2,?,1019.1,-2.3,3.9,?,?,?
1326505800,318,14.9,20,6,11.43,7.98,?,1019.9,-2.4,4,?,?,?
1326509400,322,14.7,19.1,5.34,10.81,7.65,?,1020.7,-2.3,4,?,?,?
1326513000,321,14.7,18.3,5.18,11.43,7.51,?,1021.6,-2.1,4,?,?,?
1326516600,316,15.6,18.9,5.51,10.81,7.72,?,1022.3,-2,4,?,?,?
1326520200,317,15.9,19.9,4.73,10.81,6.92,?,1023,-1.6,3.9,?,?,?
1326523800,321,15.1,18.1,4.96,10,7.12,?,1024,-1.4,3.8,?,?,?
1326527400,325,14.1,17.8,5.1,10.81,7.22,?,1024.9,-1.3,3.8,?,?,?
1326531000,317,14.6,18.4,4.96,10.81,7,?,1025.6,-1.2,3.8,?,?,?
1326534600,323,14.5,18.4,4.78,9.09,6.96,?,1026.4,-1,3.9,?,?,?
1326538200,325,14.1,17.7,4.99,10.81,7.42,?,1027.3,-0.6,3.9,?,?,?
1326541800,326,13,16.9,4.49,10,6.9,?,1027.9,-0.6,4,?,?,?
1326545400,329,11.9,15.2,4.29,10,7,?,1028.8,-1,4,?,?,?
1326549000,323,12,15.9,4.29,10,6.77,?,1029.2,-1,4,?,?,?
1326552600,314,12.9,15.4,4.1,10,6.9,?,1029.5,-0.9,4.1,?,?,?
1326556200,322,12.7,16.2,4.01,10,6.96,?,1029.9,-0.6,4.1,?,?,?
1326559800,323,11,14.2,4.05,10,6.85,?,1030.5,-0.5,4.1,?,?,?
1326563400,316,12,15.3,4.17,9.09,6.88,?,1031.2,-0.1,4.1,?,?,?
1326567000,326,12.6,15.6,4.31,10,6.88,?,1032,0.3,4.1,?,?,?
1326570600,329,12,15.3,4.16,9.09,6.74,?,1032.6,0.6,4,?,?,?
1326574200,331,11.6,14.8,4.05,10,6.74,?,1032.7,1.1,4,?,?,?
1326577800,336,10.8,13.2,3.88,9.09,6.48,?,1033.3,1.2,4,?,?,?
1326581400,329,10.7,12.8,3.8,10,6.61,?,1033.8,1.1,4,?,?,?
1326585000,337,9.4,12,3.91,9.09,6.58,?,1034.2,1.4,4.1,?,?,?
1326588600,336,8.5,11.1,3.27,7.69,6.31,?,1034.7,1.3,4.1,?,?,?
1326592200,324,8.7,10.6,3.2,8.33,6.3,?,1035.5,1.2,4,?,?,?
1326595800,332,8,9.7,3.01,7.69,6.17,?,1036,1.3,4,?,?,?
1326599400,336,7.3,9.3,3.09,9.09,6.54,?,1036.2,1.4,4,?,?,?
1326603000,326,6.8,8.7,2.9,8.33,6.55,?,1036.4,1.5,4,?,?,?
1326606600,313,6.3,7.6,2.65,9.09,6.38,?,1037,1.5,4,?,?,?
1326610200,303,8.1,9.7,2.6,7.69,6.28,?,1037.3,1,4,?,?,?
1326613800,310,7.8,10,3.02,9.09,6.61,?,1037.2,0.8,4,?,?,?
1326617400,310,8.7,10.6,2.59,9.09,6.16,?,1037.6,1,4,?,?,?
1326621000,307,9.4,11.9,2.82,8.33,5.87,?,1037.6,0.7,4,?,?,?
1326624600,317,9.2,11.5,2.88,7.14,5.9,?,1037.1,0.5,4,?,?,?
1326628200,308,10.4,12.2,2.82,7.69,5.78,?,1037.4,0.7,4,?,?,?
1326631800,308,10,11.9,2.57,7.69,5.46,?,1036.9,0.7,4,?,?,?
1326635400,308,10,12.2,2.7,7.69,5.72,?,1036.4,0.6,4,?,?,?
1326639000,305,10,12.6,2.69,8.33,5.8,?,1036.2,0.3,4,?,?,?
1326642600,306,9.7,12,2.34,6.67,5.4,?,1035.9,0.5,4,?,?,?
1326646200,314,9.7,13.7,2.31,9.09,5.48,?,1035.5,0.6,4,?,?,?
1326649800,317,9.4,11.7,2.22,7.69,5.39,?,1035.6,0.6,4,?,?,?
1326653400,321,8.5,10.9,2.24,7.69,5.46,?,1035.5,0.9,4,?,?,?
1326657000,324,7.9,9.7,2.11,7.69,5.51,?,1035.8,1.2,4,?,?,?
1326660600,334,6.3,7.9,2.26,8.33,5.79,?,1035.7,1.5,4,?,?,?
1326664200,0,6.8,8,2.35,7.69,6.09,?,1035.5,1.9,4,?,?,?
1326667800,343,6.5,7.8,2.39,8.33,6.12,?,1035.4,2.3,4,?,?,?
1326671400,343,7.3,9,2.23,9.09,5.75,?,1035.3,2.4,4,?,?,?
1326675000,354,7.1,8.9,2.45,7.69,5.9,?,1035.2,2.4,4,?,?,?
1326678600,355,6.9,8.5,2.38,7.69,5.94,?,1035.1,2,4,?,?,?
1326682200,0,6.8,9,2.25,7.69,5.55,?,1035,1.9,4,?,?,?
1326685800,357,6.6,8.4,2.11,8.33,5.72,?,1035.3,2,4,?,?,?
1326689400,356,6.5,8.8,2.03,7.69,5.52,?,1035.4,2,4,?,?,?
1326693000,349,5.7,7.9,2.08,7.14,5.81,?,1035.3,1.9,4,?,?,?
1326696600,334,6.6,8.3,1.89,7.69,5.63,?,1035.2,1.7,4,?,?,?
1326700200,333,6.8,8.6,1.91,7.14,5.5,?,1035.1,1.7,4,?,?,?
1326703800,336,6,7.5,1.96,13.79,5.81,?,1034.4,1.6,3.9,?,?,?
1326707400,324,6.6,8.2,1.98,7.69,5.69,?,1034,1.8,3.9,?,?,?
1326711000,332,6.8,8.8,2.07,8.33,5.82,?,1033.4,1.7,3.9,?,?,?
1326714600,313,7.7,9.2,2.12,6.67,5.79,?,1032.4,1.8,3.9,?,?,?
1326718200,333,7.5,10.2,2.13,7.14,5.71,?,1031.6,1.5,3.9,?,?,?
1326721800,1,6.8,8.3,2.05,7.14,5.35,?,1030.9,1.8,3.9,?,?,?
1326725400,355,7.3,9.6,2.27,7.69,5.67,?,1030.6,1.8,3.9,?,?,?
1326729000,0,9.1,13.3,2.48,5.88,5.64,?,1030.5,1.8,3.9,?,?,?
1326732600,33,8.1,9.7,2.49,8.33,5.64,?,1030.7,0.8,3.9,?,?,?
1326736200,12,10.5,13.5,2.48,9.09,5.61,?,1031,1.1,3.9,?,?,?
1326739800,7,11.3,14.2,2.48,8.33,5.48,?,1031,1.4,3.9,?,?,?
1326743400,1,11.4,14,2.78,10,5.53,?,1031.3,1.3,3.9,?,?,?
1326747000,359,10.9,13.5,2.8,9.09,5.54,?,1031.2,1.4,3.9,?,?,?
1326750600,5,11.8,15,2.87,7.14,5.47,?,1030.8,1.4,3.9,?,?,?
1326754200,6,11.6,14.6,3.02,7.69,5.56,?,1030.6,1.2,3.9,?,?,?
1326757800,0,11.1,13.7,2.8,8.33,5.59,?,1030.4,1.1,3.9,?,?,?
1326761400,1,10.5,12.6,3.31,7.69,6.16,?,1030,0.9,4,?,?,?
1326765000,16,10.6,13.3,3.02,8.33,5.99,?,1029.2,0.9,4,?,?,?
1326768600,6,10.1,12.3,3.22,7.69,6.27,?,1028.7,0.8,4,?,?,?
1326772200,2,10,12.8,2.81,7.69,5.89,?,1028.3,0.7,4,?,?,?
1326775800,1,10.7,13.3,3.06,7.69,5.97,?,1027.9,0.7,4,?,?,?
1326779400,2,11,14,3.05,9.09,6.02,?,1027.6,0.5,4,?,?,?
1326783000,350,12.8,15.6,2.78,9.09,5.8,?,1026.8,0.5,3.9,?,?,?
1326786600,353,11.8,13.6,3.15,8.33,5.75,?,1026.3,0.3,3.9,?,?,?
1326790200,344,11.6,15.2,3.14,7.69,5.75,?,1025.4,0.2,3.9,?,?,?
1326793800,333,13.4,16.6,3.54,9.09,6.04,?,1023.8,0.2,3.9,?,?,?
1326797400,330,13.4,16.4,3.68,9.09,6.08,?,1022.5,0.6,3.9,?,?,?
1326801000,333,12.6,15.8,4.09,10,6.62,?,1021.1,1,3.9,?,?,?
1326804600,359,12.2,14.8,3.62,10,6.24,?,1020,1.3,3.9,?,?,?
1326808200,38,10.5,13,3.5,10,6.45,?,1019.6,1.3,4,?,?,?
1326811800,45,10.4,12.4,3.43,10,6.3,?,1019.4,1.1,3.9,?,?,?
1326815400,96,12.6,14.9,3.2,8.33,6.34,?,1019.3,1.1,4,?,?,?
1326819000,79,13.9,16.9,3.15,9.09,5.99,?,1019.4,0.6,4,?,?,?
1326822600,112,15.4,19.1,3.79,9.09,6.36,?,1020.6,1.2,4,?,?,?
1326826200,110,16.1,19.7,4.46,10,6.94,?,1021.5,0.4,4,?,?,?
1326829800,109,16,19.4,4.23,10,7.02,?,1022.4,0.5,3.9,?,?,?
1326833400,113,13.3,16.2,5,10,7.39,?,1023.2,0.6,3.9,?,?,?
1326837000,118,13.1,15.9,4.42,10,6.95,?,1023.4,0.5,3.9,?,?,?
1326840600,116,12.7,15.7,4.7,9.09,7.1,?,1023.4,0.6,3.9,?,?,?
1326844200,117,14.5,17.6,4.97,9.09,7.31,?,1023.3,0.2,3.8,?,?,?
1326847800,112,12.7,16.2,3.99,9.09,6.51,?,1023.7,-0.1,3.8,?,?,?
1326851400,102,12.6,15.7,4.03,9.09,6.5,?,1023.7,-0.6,3.8,?,?,?
1326855000,96,11.6,14.2,4.08,8.33,6.62,?,1023.4,-0.7,3.8,?,?,?
1326858600,83,10.4,13.2,3.28,9.09,6.05,?,1023.7,-1.4,3.8,?,?,?
1326862200,95,10.7,13.2,3.24,8.33,5.99,?,1023.5,-1.2,3.8,?,?,?
1326865800,103,9.9,13.4,3.03,7.69,5.91,?,1023.7,-2.1,3.8,?,?,?
1326869400,68,10.6,14.6,2.97,7.69,6,?,1023.5,-2.2,3.8,?,?,?
1326873000,90,9.3,11.7,2.85,7.69,6.07,?,1023.2,-1.4,3.8,?,?,?
1326876600,80,9.4,11.9,2.69,7.69,5.8,?,1023.2,-2.2,3.8,?,?,?
1326880200,110,7.9,9.9,2.58,7.69,5.76,?,1022.9,-2.2,3.7,?,?,?
1326883800,89,8.6,10.9,2.75,6.67,5.84,?,1022.9,-1.7,3.7,?,?,?
1326887400,108,11,12.7,2.61,7.69,5.69,?,1022.7,-1.9,3.7,?,?,?
1326891000,80,12,14.1,2.68,7.69,5.68,?,1022.4,-1.8,3.7,?,?,?
1326894600,83,8.5,11.4,2.7,9.09,5.87,?,1021.8,-1.4,3.7,?,?,?
1326898200,102,8.5,11.4,2.86,7.14,5.78,?,1021.7,-2.7,3.8,?,?,?
1326901800,66,10.6,12.5,2.91,9.09,5.86,?,1021.2,-2.2,3.8,?,?,?
1326905400,85,9.7,12.2,2.94,8.33,5.82,?,1020.7,-2.3,3.9,?,?,?
1326909000,55,11.5,13.7,2.64,9.09,5.82,?,1020.5,-2.7,3.9,?,?,?
1326912600,71,11.9,14.3,2.76,8.33,6.01,?,1020,-1.8,3.9,?,?,?
1326916200,84,9.8,12.1,3.09,7.69,5.97,?,1020.1,-1,3.9,?,?,?
1326919800,85,10.9,13.2,2.95,7.14,5.8,?,1019.8,-0.8,3.9,?,?,?
1326923400,88,11.1,13.7,3,6.67,5.77,?,1019.3,-0.4,3.9,?,?,?
1326927000,100,9.4,11.1,2.73,7.69,5.81,?,1018.8,-0.5,3.9,?,?,?
1326930600,81,10.2,12.7,2.57,7.69,5.59,?,1018.2,-0.9,3.9,?,?,?
1326934200,84,9.6,11.5,2.71,8.33,5.54,?,1017.5,-0.4,3.9,?,?,?
1326937800,71,10,12.6,2.8,7.69,5.85,?,1016.7,-0.6,3.9,?,?,?
1326941400,70,9.6,12.5,2.55,8.33,5.69,?,1016.2,-1,3.8,?,?,?
1326945000,75,11.5,14.8,2.71,9.09,5.57,?,1015.4,-0.6,3.8,?,?,?
1326948600,81,10.5,12.5,2.62,8.33,5.57,?,1014.8,-1.6,3.8,?,?,?
1326952200,88,10.1,11.6,2.65,8.33,5.63,?,1014.1,-1.4,3.8,?,?,?
1326955800,80,11.3,14.1,2.6,8.33,5.49,?,1013.3,-0.4,3.8,?,?,?
1326959400,73,11.9,14.9,2.62,7.69,5.5,?,1012.6,-1.3,3.8,?,?,?
1326963000,66,10.3,12.8,2.65,7.69,5.68,?,1011.8,-0.4,3.8,?,?,?
1326966600,85,9.3,11.2,2.76,7.69,5.58,?,1010.9,-0.5,3.8,?,?,?
1326970200,64,11,13.1,2.5,6.67,5.5,?,1009.7,0.2,3.8,?,?,?
1326973800,87,10.6,12.6,2.67,7.69,5.57,?,1008.9,0,3.8,?,?,?
1326977400,66,10.5,12.8,2.64,8.33,5.55,?,1007.8,0.3,3.9,?,?,?
1326981000,77,9.5,11.3,2.43,7.69,5.4,?,1006.8,0.1,3.9,?,?,?
1326984600,62,12.1,14.4,2.4,8.33,5.31,?,1005.2,0.5,3.9,?,?,?
1326988200,69,12.2,15.3,2.49,7.69,5.33,?,1003.9,-0.1,3.9,?,?,?
1326991800,80,12,14.8,2.68,7.69,5.42,?,1002.7,0.2,3.9,?,?,?
1326995400,63,13,15.9,2.74,7.69,5.53,?,1001.6,-0.1,3.8,?,?,?
1326999000,78,12.8,15.8,2.72,8.33,5.66,?,1000.3,0.1,3.8,?,?,?
1327002600,78,13.7,17.2,3.21,7.14,5.79,?,999.5,0.6,3.8,?,?,?
1327006200,71,13.6,17.6,3.41,7.69,5.86,?,998.3,0.4,3.8,?,?,?
1327009800,77,13.1,16.4,3.48,8.33,6,?,997,0,3.8,?,?,?
1327013400,72,15.7,19.2,3.5,7.69,5.87,?,995.5,0.5,3.8,?,?,?
1327017000,69,16.1,20.3,4.05,8.33,6.33,?,994.1,0.7,3.8,?,?,?
1327020600,73,15.4,19,4.47,8.33,6.6,?,993.1,0.6,3.8,?,?,?
1327024200,68,16.6,20.1,4.59,8.33,6.54,?,991.6,0.7,3.8,?,?,?
1327027800,71,16.7,21,5.45,9.09,7.09,?,990.5,0.6,3.8,?,?,?
1327031400,64,16.3,21,5.12,10,7.06,?,989.5,0.6,3.8,?,?,?
1327035000,61,17.2,21.5,5.54,10,7.52,?,988.2,0.6,3.8,?,?,?
1327038600,57,18.1,22,5.67,10.81,7.69,?,987,0.6,3.8,?,?,?
1327042200,65,17.7,21.2,6.22,11.43,8.33,?,986,0.5,3.8,?,?,?
1327045800,56,18.1,24.7,6.77,12.12,8.36,?,985,0.6,3.8,?,?,?
1327049400,54,18.8,22.4,6.67,12.12,8.23,?,983.8,0.2,3.7,?,?,?
1327053000,53,18.8,24.2,6.82,11.43,8.43,?,982.9,0.1,3.7,?,?,?
1327056600,54,19,23,7.12,11.43,8.5,?,981.8,0.8,3.7,?,?,?
1327060200,45,18.6,23.1,8.02,12.9,9.02,?,981,0.3,3.7,?,?,?
1327063800,46,19.2,24.1,8.75,11.43,9.09,?,980.2,0.1,3.7,?,?,?
1327067400,43,19,24.8,8.32,12.12,8.85,?,979.6,0.7,3.7,?,?,?
1327071000,45,18.8,23.7,8.5,12.9,9.21,?,978.8,0.4,3.7,?,?,?
1327074600,36,17.4,20.9,7.07,12.12,8.49,?,978.3,0.5,3.7,?,?,?
1327078200,37,18,21.9,8.23,12.9,9.26,?,977.7,0.1,3.8,?,?,?
1327081800,35,17.8,22.7,8.05,13.79,9.3,?,977.4,0.2,3.8,?,?,?
1327085400,30,17.2,21.6,8.8,13.79,9.77,?,977,0.3,3.8,?,?,?
1327089000,30,18.6,23,7.88,13.79,9.26,?,976.6,0.3,3.8,?,?,?
1327092600,25,19.1,23.4,8.62,13.79,9.28,?,976.1,0.6,3.8,?,?,?
1327096200,16,19,22.9,8.47,13.79,9.39,?,975.6,0.4,3.8,?,?,?
1327099800,14,18.8,23.3,7.62,12.9,8.89,?,975.1,0.4,3.8,?,?,?
1327103400,17,19.9,24.6,8.06,12.9,8.95,?,974.7,0.4,3.8,?,?,?
1327107000,8,19.3,23.5,7.31,11.43,8.39,?,974.5,0.4,3.7,?,?,?
1327110600,4,18.4,23.3,8.36,13.79,8.97,?,974.2,0.3,3.7,?,?,?
1327114200,2,19.7,23.2,8.52,13.79,8.88,?,974.1,0.1,3.7,?,?,?
1327117800,0,17.7,21.6,8,13.79,8.89,?,974.1,0,3.8,?,?,?
1327121400,359,17,22.1,7.3,12.12,8.73,?,974,-0.1,3.8,?,?,?
1327125000,354,16,20.3,7.85,13.79,9.31,?,974,-0.1,3.8,?,?,?
1327128600,354,14.8,18.2,8.18,14.81,9.57,?,973.9,0.2,3.8,?,?,?
1327132200,336,14,17.9,8.47,14.81,9.65,?,973.8,0.2,3.8,?,?,?
1327135800,329,14.9,18.7,7.86,14.81,9.39,?,973.7,-0.2,3.7,?,?,?
1327139400,321,13.9,17.4,7.29,13.79,9.13,?,973.5,-0.4,3.7,?,?,?
1327143000,322,12.7,16,6.99,13.79,8.76,?,973.2,-0.3,3.8,?,?,?
1327146600,315,11.5,14.7,6.52,13.79,9.17,?,972.8,-0.6,3.8,?,?,?
1327150200,312,12.6,16.6,6.1,13.79,8.88,?,972.5,-0.4,3.7,?,?,?
1327153800,299,13.5,16.3,5.58,13.79,8.06,?,972.1,-0.8,3.7,?,?,?
1327157400,304,12.2,14.9,5.07,13.79,7.91,?,971.3,-0.9,3.7,?,?,?
1327161000,296,12.9,18.4,5.4,13.79,8.04,?,970.6,-0.5,3.7,?,?,?
1327164600,306,12.2,15.1,4.86,12.9,7.68,?,970.2,-0.4,3.7,?,?,?
1327168200,287,10.6,13.4,4.71,12.9,7.78,?,969.9,-0.3,3.7,?,?,?
1327171800,301,9.2,11.4,4.34,12.9,7.69,?,969.4,-0.1,3.7,?,?,?
1327175400,304,8.8,11.8,4.29,12.9,7.67,?,969.2,-0.1,3.7,?,?,?
1327179000,301,6.6,8.4,4.39,12.9,8.12,?,969,-0.3,3.7,?,?,?
1327182600,261,12.7,16.3,4.62,12.12,7.59,?,968.6,-0.2,3.7,?,?,?
1327186200,264,12.8,16.4,4.64,12.12,7.21,?,968.5,-0.8,3.7,?,?,?
1327189800,258,11,13.2,4.32,8.33,6.95,?,968.4,-1.1,3.7,?,?,?
1327193400,265,12.5,16.2,4.52,9.09,7.23,?,968.4,-1.7,3.7,?,?,?
1327197000,259,9.8,12.4,4.18,10,7.04,?,968,-1.3,3.7,?,?,?
1327200600,264,11.5,14.6,4.02,10,7.07,?,967.7,-1.4,3.7,?,?,?
1327204200,259,10.1,12.4,3.98,9.09,7.06,?,967.3,-1.3,3.6,?,?,?
1327207800,238,9.4,12.6,3.93,14.81,7.12,?,967,-0.9,3.6,?,?,?
1327211400,240,12.1,16.3,3.97,8.33,6.91,?,966.7,-0.9,3.6,?,?,?
1327215000,234,10.1,14.2,4.08,8.33,6.83,?,966.8,-1.4,3.6,?,?,?
1327218600,227,11.9,14.9,3.88,8.33,6.74,?,966.2,-1.1,3.6,?,?,?
1327222200,269,10.9,13.4,3.9,8.33,6.84,?,966.3,-0.9,3.7,?,?,?
1327225800,280,10.1,12.8,3.36,7.69,6.35,?,967.8,-1,3.7,?,?,?
1327229400,264,6.9,9.2,3.21,7.69,6.52,?,968.7,-1.1,3.7,?,?,?
1327233000,261,10.5,12.7,3.26,13.79,6.43,?,969.1,-1.4,3.7,?,?,?
1327236600,246,11.2,13.8,3.47,9.09,6.3,?,969.7,-1.7,3.7,?,?,?
1327240200,238,10.8,13.7,3.34,7.69,6.04,?,970.6,-1.8,3.6,?,?,?
1327243800,229,7.3,9.3,3.41,6.67,6.3,?,971,-1.7,3.6,?,?,?
1327247400,248,11.3,13.8,3.43,7.69,6.57,?,970.9,-1.2,3.6,?,?,?
1327251000,244,11,13.9,3.03,7.69,6.14,?,971.4,-1.5,3.6,?,?,?
1327254600,226,9.8,13.6,2.96,12.9,6.28,?,972.1,-1.4,3.6,?,?,?
1327258200,228,9,11.5,2.94,7.14,5.99,?,972.9,-2.4,3.7,?,?,?
1327261800,227,8.6,11.8,3.03,8.33,6.16,?,973.4,-2,3.7,?,?,?
1327265400,230,10.4,14.2,2.81,8.33,6.06,?,973.6,-2.4,3.6,?,?,?
1327269000,230,9,12.1,3,7.69,6.34,?,973.8,-1.7,3.6,?,?,?
1327272600,241,10.5,13.7,2.89,8.33,6.35,?,974,-1.5,3.6,?,?,?
1327276200,242,9.9,12.2,2.94,7.14,6.11,?,974,-1.5,3.6,?,?,?
1327279800,239,8.2,11.3,2.99,7.69,6.21,?,974.4,-1.6,3.6,?,?,?
1327283400,238,7.9,9.7,3.06,7.69,6.52,?,974.8,-1.8,3.6,?,?,?
1327287000,239,7.8,9.5,2.97,8.33,6.45,?,975.3,-2,3.6,?,?,?
1327290600,254,7,8.9,2.65,12.12,6.24,?,975.4,-1.8,3.6,?,?,?
1327294200,248,6.1,8.4,2.69,8.33,6.56,?,975.8,-1.8,3.6,?,?,?
1327297800,212,4.5,6.2,2.58,11.43,6.84,?,976.3,-1.7,3.6,?,?,?
1327301400,260,3.1,5.1,2.46,11.43,6.85,?,976.5,-1.9,3.6,?,?,?
1327305000,247,3.4,4.6,2.51,10,7.03,?,976.8,-1.8,3.6,?,?,?
1327308600,242,2.1,3.3,2.43,10,7.06,?,977.1,-2,3.6,?,?,?
1327312200,79,0.6,1.6,2.39,10.81,7.39,?,977.3,-2,3.6,?,?,?
1327315800,38,2.9,4.9,2.22,10,7.28,?,977.3,-1.7,3.6,?,?,?
1327319400,44,4.4,6.7,2.02,9.09,7.16,?,977.6,-1.2,3.6,?,?,?
1327323000,88,6.4,8.1,2.04,10.81,7.15,?,977.8,-0.8,3.6,?,?,?
1327326600,70,8.3,10.4,2.09,10,6.8,?,977.3,-0.5,3.6,?,?,?
1327330200,64,9.5,11.5,2.2,10,6.18,?,976.7,-0.2,3.6,?,?,?
1327333800,68,10.2,12.3,2.44,10.81,5.96,?,976.4,0.1,3.5,?,?,?
1327337400,94,11,13.2,2.3,10.81,5.23,?,976.7,-1.7,3.5,?,?,?
1327341000,90,6.7,8.5,2.05,10.81,5.37,?,977.3,-2.5,3.5,?,?,?
1327344600,113,5.7,7.5,1.87,10.81,5.68,?,977,-2.6,3.4,?,?,?
1327348200,82,2.4,4.2,1.88,10.81,5.55,?,976.7,-2.3,3.4,?,?,?
1327351800,83,4.6,5.9,1.87,10.81,5.35,?,976.3,-1.5,3.5,?,?,?
1327355400,26,2.5,4,1.79,10.81,5.87,?,976,-1.8,3.5,?,?,?
1327359000,223,1,1.9,1.78,10.81,5.99,?,975.2,-0.7,3.5,?,?,?
1327362600,246,4.1,5.6,1.92,10,6.1,?,974.8,-0.7,3.4,?,?,?
1327366200,236,3.4,4.9,1.9,9.09,6,?,975,-1.4,3.4,?,?,?
1327369800,284,2.1,3.6,1.93,10.81,6.15,?,974.9,-1.6,3.4,?,?,?
1327373400,295,2.3,4.1,1.93,9.09,6.37,?,974.9,-1.4,3.4,?,?,?
1327377000,290,2.9,4.5,2.01,10,6.48,?,974.9,-1.3,3.4,?,?,?
1327380600,302,2.5,3.7,2.16,10,6.82,?,974.8,-1.5,3.4,?,?,?
1327384200,170,8.6,10.1,2.29,13.79,6.61,?,974.5,-1.6,3.3,?,?,?
1327387800,202,5.6,9,2.67,12.9,7.1,?,974.3,-2.1,3.4,?,?,?
1327391400,216,8.6,11.3,2.55,12.9,6.48,?,973.8,-0.6,3.4,?,?,?
1327395000,218,7.3,8.8,2.47,12.9,6.11,?,973.6,-0.8,3.4,?,?,?
1327398600,210,7.7,9.7,2.38,12.9,6.02,?,973.1,-0.9,3.4,?,?,?
1327402200,216,6,7.2,2.35,13.79,6.05,?,972.6,-0.8,3.4,?,?,?
1327405800,206,7.7,9.6,2.41,12.9,6.62,?,971.9,-0.7,3.4,?,?,?
1327409400,208,7.9,9.6,2.24,11.43,6.09,?,971.3,-1.1,3.4,?,?,?
1327413000,195,8.7,10.9,2.42,10.81,6.26,?,970.3,-0.6,3.5,?,?,?
1327416600,212,7.7,9.4,2.57,12.12,6.58,?,970,-1.7,3.5,?,?,?
1327420200,207,3.8,5.8,2.56,12.9,6.6,?,969.4,-2,3.4,?,?,?
1327423800,260,3,4.8,2.65,12.12,6.95,?,968.8,-1.6,3.4,?,?,?
1327427400,273,5.5,7.5,2.48,12.12,6.54,?,968.4,-1.1,3.5,?,?,?
1327431000,282,3.8,6,2.33,12.12,6.26,?,968.4,-2,3.5,?,?,?
1327434600,322,5.4,7,2.32,11.43,6.14,?,968.1,-1.1,3.5,?,?,?
1327438200,291,7.8,9.8,2.29,10.81,6.22,?,967.8,-1.4,3.4,?,?,?
1327441800,273,5.9,7.2,2.09,10,5.92,?,967.3,-0.9,3.4,?,?,?
1327445400,278,6.2,7.8,2.08,11.43,6,?,967.2,-0.5,3.4,?,?,?
1327449000,300,8.7,10.8,1.97,11.43,5.78,?,967.2,0.1,3.4,?,?,?
1327452600,323,8.8,11.4,1.98,11.43,5.7,?,967.8,0.4,3.5,?,?,?
1327456200,297,11.4,14.6,2.03,10.81,5.37,?,968.7,0.2,3.4,?,?,?
1327459800,297,13.7,17.8,2.27,12.12,5.44,?,969.2,-0.2,3.5,?,?,?
1327463400,296,15.6,19,2.8,8.33,5.42,?,970.2,0,3.5,?,?,?
1327467000,295,13.9,17.1,3.15,7.14,5.79,?,971.3,-0.4,3.5,?,?,?
1327470600,293,14.1,17.4,3.7,8.33,6.37,?,972,0.1,3.5,?,?,?
1327474200,281,13.1,16.4,4.09,8.33,6.71,?,972.4,0.4,3.4,?,?,?
1327477800,263,16.1,19.5,4.55,10,7.05,?,972.9,-0.9,3.4,?,?,?
1327481400,264,14.9,18.2,5.01,10,7.25,?,974.2,-2,3.4,?,?,?
1327485000,261,15.3,18.5,5.08,8.33,7.16,?,975.1,-3,3.4,?,?,?
1327488600,261,15.1,17.9,4.84,8.33,7.02,?,976.1,-3.6,3.4,?,?,?
1327492200,254,15.1,18.8,4.32,9.09,6.46,?,977.1,-4.2,3.4,?,?,?
1327495800,245,15,17.8,4.35,10,6.73,?,977.9,-4.6,3.4,?,?,?
1327499400,252,15,19.9,4.65,10,6.98,?,978.6,-5,3.4,?,?,?
1327503000,251,16.3,19.4,4.97,9.09,7.04,?,979.2,-5,3.4,?,?,?
