#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2013 01 10 09 50 201 10.7 12.6  2.44  7.69  5.41 999 1016.4   3.2   4.4 999.0 99.0 99.00
2013 01 10 10 50 203  8.7 11.2  2.84  7.69  5.87 999 1016.5   3.4   4.4 999.0 99.0 99.00
2013 01 10 11 50 222  8.5  9.8  2.74 10.00  6.20 999 1016.9   3.5   4.4 999.0 99.0 99.00
2013 01 10 12 50 240  6.5  7.6  2.75  8.33  6.19 999 1016.7   3.9   4.4 999.0 99.0 99.00
2013 01 10 13 50 267  6.5  8.0  2.54  9.09  6.40 999 1017.2   4.3   4.4 999.0 99.0 99.00
2013 01 10 14 50 295  4.5  6.2  3.08  9.09  7.09 999 1017.3   4.3   4.5 999.0 99.0 99.00
2013 01 10 15 50 292  4.9  6.4  3.00  8.33  7.25 999 1018.0   4.1   4.5 999.0 99.0 99.00
2013 01 10 16 50 298  4.8  6.5  3.07  9.09  7.35 999 1019.2   4.0   4.6 999.0 99.0 99.00
2013 01 10 17 50 267  5.3  6.8  3.04  9.09  7.28 999 1020.1   4.2   4.6 999.0 99.0 99.00
2013 01 10 18 50 250  4.3  5.9  3.50 12.12  8.05 999 1021.0   4.2   4.7 999.0 99.0 99.00
2013 01 10 19 50 269  3.7  6.0  3.22 11.43  7.54 999 1021.1   4.0   4.7 999.0 99.0 99.00
2013 01 10 20 50 234  3.6  5.6  3.76 12.90  8.24 999 1021.0   3.7   4.7 999.0 99.0 99.00
2013 01 10 21 50 232  5.4  7.3  3.51 11.43  7.97 999 1021.3   3.2   4.7 999.0 99.0 99.00
2013 01 10 22 50 213  4.2  6.5  3.74 13.79  8.60 999 1021.6   3.0   4.5 999.0 99.0 99.00
2013 01 10 23 50 185  4.6  5.8  3.61 12.90  8.70 999 1021.6   2.4   4.3 999.0 99.0 99.00
2013 01 11 00 50 165  4.7  5.8  3.78 12.90  8.67 999 1021.1   2.2   4.2 999.0 99.0 99.00
2013 01 11 01 50 143  5.4  7.0  3.56 13.79  8.89 999 1020.1   2.3   4.2 999.0 99.0 99.00
2013 01 11 02 50 137  8.7 10.2  3.42 12.12  8.62 999 1018.7   2.2   4.2 999.0 99.0 99.00
2013 01 11 03 50 135  9.8 11.7  3.43 12.90  8.14 999 1017.4   2.5   4.2 999.0 99.0 99.00
2013 01 11 04 50 133 11.5 13.8  3.55 12.90  7.75 999 1015.4   2.7   4.3 999.0 99.0 99.00
2013 01 11 05 50 146 13.1 15.7  3.55 12.12  6.99 999 1014.0   3.1   4.5 999.0 99.0 99.00
2013 01 11 06 50 134 13.5 16.5 99.00 99.00 99.00 999 1011.7   3.5   4.7 999.0 99.0 99.00
2013 01 11 07 50 140 13.2 16.6  3.62 12.12  6.32 999 1011.1   3.8   4.8 999.0 99.0 99.00
2013 01 11 08 50 129 13.5 16.0  3.72 12.90  6.52 999 1009.7   4.0   4.7 999.0 99.0 99.00
2013 01 11 09 50 130 13.0 15.6  4.02 11.43  6.67 999 1008.1   4.5   4.7 999.0 99.0 99.00
2013 01 11 10 50 139 13.5 16.7  4.02 12.12  6.74 999 1006.8   4.4   4.7 999.0 99.0 99.00
2013 01 11 11 50 149 11.0 13.1  4.07 12.90  7.05 999 1006.4   4.4   4.7 999.0 99.0 99.00
2013 01 11 12 50 178  7.5  9.0  3.82 12.90  7.10 999 1006.9   4.5   4.6 999.0 99.0 99.00
2013 01 11 13 50 238  8.0  9.8  4.02 12.12  7.68 999 1007.3   4.3   4.6 999.0 99.0 99.00
2013 01 11 14 50 242  8.8 11.5  3.92 11.43  7.70 999 1007.8   4.0   4.6 999.0 99.0 99.00
2013 01 11 15 50 260  8.7 11.2  3.74 12.12  7.67 999 1008.6   4.1   4.6 999.0 99.0 99.00
2013 01 11 16 50 272  7.5 10.1  3.66 12.90  7.52 999 1009.8   4.3   4.6 999.0 99.0 99.00
2013 01 11 17 50 274  8.0 10.3  3.68 12.90  7.63 999 1010.7   4.5   4.7 999.0 99.0 99.00
2013 01 11 18 50 278  8.4 10.9  3.53 12.90  7.39 999 1011.8   4.3   4.7 999.0 99.0 99.00
2013 01 11 19 50 284  8.0 10.0  3.57 12.90  7.49 999 1012.7   4.4   4.7 999.0 99.0 99.00
2013 01 11 20 50 300  7.4  9.1  3.46 12.90  7.51 999 1013.7   4.1   4.8 999.0 99.0 99.00
2013 01 11 21 50 308  8.8 10.6  3.12 12.12  7.07 999 1014.6   4.3   4.9 999.0 99.0 99.00
2013 01 11 22 50 310  7.7  9.0  3.61 12.12  7.71 999 1015.5   4.3   5.0 999.0 99.0 99.00
2013 01 11 23 50 282  7.7  9.5  3.50 12.90  7.43 999 1016.5   4.4   5.0 999.0 99.0 99.00
2013 01 12 00 50 287  5.5  6.8  3.31 12.12  7.43 999 1017.1   5.0   5.0 999.0 99.0 99.00
2013 01 12 01 50 286  6.0  8.3  3.61 12.12  7.85 999 1017.4   4.6   4.9 999.0 99.0 99.00
2013 01 12 02 50 296  5.0  7.3  3.22 11.43  7.46 999 1017.7   4.3   4.9 999.0 99.0 99.00
2013 01 12 03 50 313  3.7  4.9  3.27 12.12  7.42 999 1018.1   3.9   4.9 999.0 99.0 99.00
2013 01 12 04 50 280  3.1  4.2  3.44 10.81  7.53 999 1018.6   3.4   5.0 999.0 99.0 99.00
2013 01 12 05 50 233  2.9  4.2  3.16 10.00  7.52 999 1018.6   3.0   5.0 999.0 99.0 99.00
2013 01 12 06 50 243  4.0  5.4  3.52 12.12  7.73 999 1019.4   2.8   5.0 999.0 99.0 99.00
2013 01 12 07 50 235  4.2  5.8  3.35 11.43  8.05 999 1019.6   3.3   5.0 999.0 99.0 99.00
2013 01 12 08 50 212  3.8  6.0  3.41 12.90  7.88 999 1019.3   4.2   5.1 999.0 99.0 99.00
2013 01 12 09 50 193  3.0  4.4  3.19 12.12  7.56 999 1018.7   2.8   5.1 999.0 99.0 99.00
2013 01 12 10 50 179  3.7  5.9  3.31 12.12  8.05 999 1018.8   2.3   5.1 999.0 99.0 99.00
2013 01 12 11 50 175  4.7  6.4  3.49 10.81  8.44 999 1019.1   2.2   5.1 999.0 99.0 99.00
2013 01 12 12 50 158  6.3  7.7  3.04 11.43  8.03 999 1019.5   2.0   5.0 999.0 99.0 99.00
2013 01 12 13 50 144  7.6  9.6  2.80 11.43  7.61 999 1018.4   2.3   5.0 999.0 99.0 99.00
2013 01 12 14 50 164  7.9  9.2  3.01 10.00  7.39 999 1018.7   2.5   5.0 999.0 99.0 99.00
2013 01 12 15 50 160  8.4 10.0  2.78 11.43  7.33 999 1018.2   3.4   5.0 999.0 99.0 99.00
2013 01 12 16 50 151  8.9 10.6  2.76 11.43  6.88 999 1017.6   3.6   5.0 999.0 99.0 99.00
2013 01 12 17 50 155  9.3 11.9  2.80 10.81  6.79 999 1017.8   3.9   5.0 999.0 99.0 99.00
2013 01 12 18 50 153  9.7 11.4  2.59 12.12  6.57 999 1016.9   4.3   5.0 999.0 99.0 99.00
2013 01 12 19 50 158  9.5 11.1  2.70 12.12  6.54 999 1016.6   4.6   5.0 999.0 99.0 99.00
2013 01 12 20 50 172  9.4 11.4  2.57 11.43  6.29 999 1016.3   4.8   5.0 999.0 99.0 99.00
2013 01 12 21 50 181  8.3  9.9  2.59 12.12  6.70 999 1016.1   5.1   5.0 999.0 99.0 99.00
2013 01 12 22 50 196  8.6 10.4  2.49 11.43  6.65 999 1016.2   5.1   5.0 999.0 99.0 99.00
2013 01 12 23 50 208  8.8 10.4  2.49 10.81  6.41 999 1016.5   5.1   5.0 999.0 99.0 99.00
2013 01 13 00 50 202  8.1  9.8  2.37 12.12  6.48 999 1016.5   5.1   5.0 999.0 99.0 99.00
2013 01 13 01 50 200  8.4 10.1  2.40 11.43  6.36 999 1016.6   5.2   4.9 999.0 99.0 99.00
2013 01 13 02 50 202  8.9 10.6  2.12 10.81  5.86 999 1016.8   5.3   4.9 999.0 99.0 99.00
2013 01 13 03 50 205  8.8 10.5  2.36 11.43  6.07 999 1017.2   5.4   4.8 999.0 99.0 99.00
2013 01 13 04 50 199  9.0 10.9  2.47 11.43  5.93 999 1017.2   5.4   4.8 999.0 99.0 99.00
2013 01 13 05 50 197  9.9 11.5  2.41 10.00  5.81 999 1017.5   5.3   4.7 999.0 99.0 99.00
2013 01 13 06 50 193  9.5 11.3  2.57 10.81  5.97 999 1017.7   5.2   4.6 999.0 99.0 99.00
2013 01 13 07 50 198 10.0 11.9  2.55 10.81  5.80 999 1017.9   5.1   4.6 999.0 99.0 99.00
2013 01 13 08 50 194 10.3 12.1  2.64 10.81  5.87 999 1017.8   5.0   4.6 999.0 99.0 99.00
2013 01 13 09 50 193 10.0 11.7  2.84 11.43  6.03 999 1017.8   5.0   4.6 999.0 99.0 99.00
2013 01 13 10 50 194 10.5 13.2  2.83 10.81  6.13 999 1018.0   5.2   4.6 999.0 99.0 99.00
2013 01 13 11 50 197  9.3 11.9  2.97 10.81  6.38 999 1018.2   5.1   4.7 999.0 99.0 99.00
2013 01 13 12 50 195  9.7 11.7  2.96 10.81  6.19 999 1018.0   5.1   4.6 999.0 99.0 99.00
2013 01 13 13 50 199  9.9 12.6  3.19 10.00  6.61 999 1017.9   5.2   4.6 999.0 99.0 99.00
2013 01 13 14 50 198  9.7 11.8  3.04 10.81  6.45 999 1017.3   5.3   4.6 999.0 99.0 99.00
2013 01 13 15 50 195 10.5 12.8 99.00 99.00 99.00 999 1017.3   5.2   4.6 999.0 99.0 99.00
2013 01 13 16 50 192 10.9 13.1  3.38 11.43  6.70 999 1017.0   5.3   4.5 999.0 99.0 99.00
2013 01 13 17 50 192 10.6 13.4  3.37 10.81  6.71 999 1017.0   5.2   4.5 999.0 99.0 99.00
2013 01 13 18 50 190 11.2 13.8  3.47 16.00  6.94 999 1016.6   5.1   4.6 999.0 99.0 99.00
2013 01 13 19 50 191 11.1 14.0  3.62 10.81  6.69 999 1016.7   5.1   4.6 999.0 99.0 99.00
2013 01 13 20 50 191 11.9 15.3  4.21 14.81  7.01 999 1016.0   5.1   4.6 999.0 99.0 99.00
2013 01 13 21 50 188 13.1 16.2 99.00 99.00 99.00 999 1015.4   5.0   4.6 999.0 99.0 99.00
2013 01 13 22 50 191 13.7 16.2  3.96  9.09  6.68 999 1014.6   5.2   4.5 999.0 99.0 99.00
2013 01 13 23 50 189 13.5 16.7  3.97  9.09  6.61 999 1014.0   5.3   4.5 999.0 99.0 99.00
2013 01 14 00 50 189 13.0 15.6  4.39 13.79  7.20 999 1013.9   5.5   4.5 999.0 99.0 99.00
2013 01 14 01 50 191 12.5 15.1  4.18 12.90  7.08 999 1013.5   5.7   4.5 999.0 99.0 99.00
2013 01 14 02 50 192 12.8 15.5  4.84 10.81  7.68 999 1013.7   5.7   4.5 999.0 99.0 99.00
2013 01 14 03 50 195 13.4 15.9  4.51 12.90  7.53 999 1014.0   5.9   4.5 999.0 99.0 99.00
2013 01 14 04 50 189 12.1 15.5  4.58  9.09  7.41 999 1013.8   5.7   4.5 999.0 99.0 99.00
2013 01 14 05 50 187 12.5 15.3  4.85 10.00  7.60 999 1013.5   5.7   4.5 999.0 99.0 99.00
2013 01 14 06 50 189 12.6 99.0 99.00 99.00 99.00 999 9999.0   5.7 999.0 999.0 99.0 99.00
2013 01 14 07 50 188 13.1 16.2  5.18 12.12  7.82 999 1012.5   5.8   4.5 999.0 99.0 99.00
2013 01 14 08 50 189 13.7 17.0  4.80 12.12  7.24 999 1012.3   5.8   4.4 999.0 99.0 99.00
2013 01 14 09 50 188 13.6 17.3  4.81 12.12  7.61 999 1011.8   5.7   4.4 999.0 99.0 99.00
2013 01 14 10 50 188 13.7 16.7  5.16 12.90  7.52 999 1011.5   5.6   4.4 999.0 99.0 99.00
2013 01 14 11 50 189 14.1 17.5  4.96 10.81  7.56 999 1011.4   5.7   4.4 999.0 99.0 99.00
2013 01 14 12 50 190 13.8 17.5  5.29 11.43  7.57 999 1011.1   5.5   4.4 999.0 99.0 99.00
2013 01 14 13 50 196 13.8 16.8  5.13 12.12  7.80 999 1011.7   5.5   4.5 999.0 99.0 99.00
2013 01 14 14 50 199 13.5 16.3  4.75 11.43  7.78 999 1011.7   5.4   4.5 999.0 99.0 99.00
2013 01 14 15 50 206 12.3 14.7  4.54 12.12  7.46 999 1011.9   5.3   4.5 999.0 99.0 99.00
2013 01 14 16 50 208 12.1 14.8  4.61 12.12  7.68 999 1012.7   5.2   4.4 999.0 99.0 99.00
2013 01 14 17 50 209 11.6 13.8  4.92 11.43  8.14 999 1013.1   5.1   4.4 999.0 99.0 99.00
2013 01 14 18 50 225 13.3 16.7  4.88 12.90  7.94 999 1014.4   5.3   4.4 999.0 99.0 99.00
2013 01 14 19 50 230 11.6 14.8  5.15 12.90  8.05 999 1015.0   5.0   4.4 999.0 99.0 99.00
2013 01 14 20 50 238 12.2 14.8  5.20 13.79  8.07 999 1016.0   4.7   4.5 999.0 99.0 99.00
2013 01 14 21 50 233 10.3 12.9  5.54 12.90  8.35 999 1016.5   4.8   4.5 999.0 99.0 99.00
2013 01 14 22 50 239  8.0 10.5  4.37 12.12  7.50 999 1017.0   4.8   4.4 999.0 99.0 99.00
2013 01 14 23 50 235  6.4  8.6  4.86 12.90  8.46 999 1016.8   4.8   4.4 999.0 99.0 99.00
2013 01 15 00 50 230  5.4  7.9  4.69 12.12  8.20 999 1017.4   4.7   4.4 999.0 99.0 99.00
2013 01 15 01 50 222  5.6  7.5  4.49 11.43  8.10 999 1018.0   4.6   4.4 999.0 99.0 99.00
2013 01 15 02 50 225  5.9  7.7  4.78 12.12  8.48 999 1018.6   4.6   4.4 999.0 99.0 99.00
2013 01 15 03 50 224  5.3  6.7  4.13 12.90  7.92 999 1018.3   4.6   4.3 999.0 99.0 99.00
2013 01 15 04 50 216  4.6  5.9  4.15 12.90  8.18 999 1018.3   4.4   4.3 999.0 99.0 99.00
2013 01 15 05 50 234  3.7  5.5  4.35 12.90  8.47 999 1018.7   4.4   4.3 999.0 99.0 99.00
2013 01 15 06 50 224  4.5  5.7  4.21 12.12  8.08 999 1018.6   4.5   4.3 999.0 99.0 99.00
2013 01 15 07 50 260  3.7  4.7  3.75 12.12  7.87 999 1018.5   4.5   4.3 999.0 99.0 99.00
2013 01 15 08 50 295  3.1  4.0  3.63 12.90  7.93 999 1018.6   4.4   4.3 999.0 99.0 99.00
2013 01 15 09 50 307  2.4  3.8  3.76 12.90  8.08 999 1019.0   4.5   4.3 999.0 99.0 99.00
2013 01 15 10 50 337  3.0  4.5  4.33 12.90  8.89 999 1018.6   4.5   4.3 999.0 99.0 99.00
2013 01 15 11 50   9  1.2  3.0  3.55 12.90  8.36 999 1018.8   4.6   4.7 999.0 99.0 99.00
2013 01 15 12 50 317  2.1  3.0  3.98 12.90  8.81 999 1018.7   4.6   4.7 999.0 99.0 99.00
2013 01 15 13 50 312  3.7  4.8  3.87 11.43  8.87 999 1019.3   4.7   4.8 999.0 99.0 99.00
2013 01 15 14 50 329  4.0  5.3  4.16 12.12  9.37 999 1020.2   4.9   4.8 999.0 99.0 99.00
2013 01 15 15 50 318  4.7  5.7  3.43 12.12  8.64 999 1021.2   4.9   4.8 999.0 99.0 99.00
2013 01 15 16 50 330  6.0  7.4  3.81 12.12  8.91 999 1022.2   4.9   4.8 999.0 99.0 99.00
2013 01 15 17 50 320  6.0  7.4  3.90 12.12  9.17 999 1023.2   4.9   4.8 999.0 99.0 99.00
2013 01 15 18 50 298  5.1  6.4  3.37 12.90  8.39 999 1024.6   4.8   4.8 999.0 99.0 99.00
2013 01 15 19 50 286  4.3  6.1  3.25 13.79  8.15 999 1025.3   4.9   4.8 999.0 99.0 99.00
2013 01 15 20 50 274  3.5  4.3  3.44 12.12  8.37 999 1026.0   4.8   4.8 999.0 99.0 99.00
2013 01 15 21 50 265  5.1  6.3  3.51 12.12  8.79 999 1026.1   4.6   4.8 999.0 99.0 99.00
2013 01 15 22 50 273  5.9  7.2  3.71 12.12  9.18 999 1026.5   4.5   4.8 999.0 99.0 99.00
2013 01 15 23 50 278  6.2  7.5  3.74 13.79  9.24 999 1026.9   4.2   4.8 999.0 99.0 99.00
2013 01 16 00 50 292  5.2  6.3  3.45 13.79  9.04 999 1027.1   4.2   4.8 999.0 99.0 99.00
2013 01 16 01 50 271  4.7  6.1  3.44 13.79  9.27 999 1027.6   4.2   4.8 999.0 99.0 99.00
2013 01 16 02 50 277  4.4  5.3  3.81 12.90  9.60 999 1027.9   4.3   4.8 999.0 99.0 99.00
2013 01 16 03 50 246  4.5  5.6  3.47 12.90  9.28 999 1028.1   4.3   4.8 999.0 99.0 99.00
2013 01 16 04 50 234  4.3  5.5  3.64 12.90  9.57 999 1028.1   4.3   4.7 999.0 99.0 99.00
2013 01 16 05 50 221  4.3  5.4  3.09 12.12  8.57 999 1028.2   4.2   4.7 999.0 99.0 99.00
2013 01 16 06 50 213  3.7  5.3  3.23 12.90  8.71 999 1028.0   4.2   4.7 999.0 99.0 99.00
2013 01 16 07 50 198  3.9  5.0  3.43 12.90  8.55 999 1027.4   4.1   4.6 999.0 99.0 99.00
2013 01 16 08 50 188  4.1  5.8  3.50 12.90  8.87 999 1026.7   4.0   4.5 999.0 99.0 99.00
2013 01 16 09 50 184  4.4  5.8  2.96 12.12  8.47 999 1026.2   3.8   4.4 999.0 99.0 99.00
2013 01 16 10 50 177  4.5  6.4  3.23 12.12  8.79 999 1025.4   3.4   4.3 999.0 99.0 99.00
2013 01 16 11 50 152  3.7  4.9  3.08 12.12  8.47 999 1024.2   2.5   4.3 999.0 99.0 99.00
2013 01 16 12 50 109  1.7  2.7  2.77 12.90  8.51 999 1022.9   2.4   4.2 999.0 99.0 99.00
2013 01 16 13 50  93  4.0  5.7  3.17 12.12  9.16 999 1021.5   2.8   4.2 999.0 99.0 99.00
2013 01 16 14 50  88  6.2  7.4  2.60 11.43  8.65 999 1019.5   2.9   4.2 999.0 99.0 99.00
2013 01 16 15 50  94  6.0  7.5  2.85 12.12  8.72 999 1018.2   3.0   4.2 999.0 99.0 99.00
2013 01 16 16 50  92  6.9  8.6  2.35 12.12  7.62 999 1017.0   2.9   4.2 999.0 99.0 99.00
2013 01 16 17 50  94  7.9  9.1  2.62 12.90  7.51 999 1015.6   2.5   4.2 999.0 99.0 99.00
2013 01 16 18 50  87  7.8  9.2  2.76 11.43  7.26 999 1014.1   2.4   4.2 999.0 99.0 99.00
2013 01 16 19 50  86  8.0  9.6  2.36 12.12  6.55 999 1012.8   2.5   4.3 999.0 99.0 99.00
2013 01 16 20 50  80  7.9  9.3  2.37 12.12  6.51 999 1011.0   2.7   4.4 999.0 99.0 99.00
2013 01 16 21 50  75  5.8  7.2  2.64 11.43  6.80 999 1010.2   2.8   4.5 999.0 99.0 99.00
2013 01 16 22 50  58  5.4  6.8  2.62 12.12  6.88 999 1008.3   2.9   4.5 999.0 99.0 99.00
2013 01 16 23 50  38  5.9  7.6  2.50 12.12  7.20 999 1006.7   2.9   4.5 999.0 99.0 99.00
2013 01 17 00 50  35  6.3  8.1  2.15 12.12  6.80 999 1005.5   2.8   4.4 999.0 99.0 99.00
2013 01 17 01 50  37  6.3  7.7  1.80 11.43  6.25 999 1004.6   3.0   4.4 999.0 99.0 99.00
2013 01 17 02 50  31  7.3  9.2  2.01 11.43  6.91 999 1003.5   3.2   4.3 999.0 99.0 99.00
2013 01 17 03 50  25  7.2  9.1  2.03 11.43  6.61 999 1003.0   3.3   4.4 999.0 99.0 99.00
2013 01 17 04 50  26  7.5  9.4  2.03 12.12  6.60 999 1002.5   3.2   4.4 999.0 99.0 99.00
2013 01 17 05 50  14  8.1 10.3  2.35 12.12  6.91 999 1001.9   3.7   4.5 999.0 99.0 99.00
2013 01 17 06 50   9  8.6 10.2  2.21 11.43  6.16 999 1001.9   3.8   4.5 999.0 99.0 99.00
2013 01 17 07 50 354  8.6 10.6  2.15 12.12  5.64 999 1002.2   3.7   4.5 999.0 99.0 99.00
2013 01 17 08 50 353  8.2 10.1  2.15 10.81  5.75 999 1002.3   3.7   4.5 999.0 99.0 99.00
2013 01 17 09 50 341  7.8  9.3  2.25 10.81  6.15 999 1002.8   3.6   4.5 999.0 99.0 99.00
2013 01 17 10 50 344  8.8 10.8  1.89 10.00  5.38 999 1003.2   3.6   4.3 999.0 99.0 99.00
2013 01 17 11 50 329  9.7 12.2  2.17 12.12  5.65 999 1003.7   3.2   4.5 999.0 99.0 99.00
2013 01 17 12 50 329  7.6  9.7  2.30 11.43  5.99 999 1004.4   2.7   4.6 999.0 99.0 99.00
2013 01 17 13 50 348  7.8  9.8  2.37 11.43  6.04 999 1003.9   2.6   4.6 999.0 99.0 99.00
2013 01 17 14 50 343  6.0  7.8  2.30 12.12  6.35 999 1004.5   2.4   4.6 999.0 99.0 99.00
2013 01 17 15 50 302  4.5  5.9  2.65 12.90  6.77 999 1005.4   2.2   4.5 999.0 99.0 99.00
2013 01 17 16 50 329  6.3  7.7  2.53 12.12  6.51 999 1005.9   1.3   4.5 999.0 99.0 99.00
2013 01 17 17 50 324  4.7  6.0  2.68 12.12  6.89 999 1006.5   1.7   4.4 999.0 99.0 99.00
2013 01 17 18 50 297  5.1  6.7  2.78 12.90  7.30 999 1007.3   1.8   4.4 999.0 99.0 99.00
2013 01 17 19 50 277 10.4 12.7  2.67  8.33  6.54 999 1007.8   1.5   4.5 999.0 99.0 99.00
2013 01 17 20 50 270 12.3 15.1  3.31 12.90  6.79 999 1008.0   1.5   4.5 999.0 99.0 99.00
2013 01 17 21 50 274 13.6 16.3  3.64 12.90  6.34 999 1008.5   0.7   4.6 999.0 99.0 99.00
2013 01 17 22 50 279 13.7 17.1  4.09 12.12  6.89 999 1008.8   0.7   4.6 999.0 99.0 99.00
2013 01 17 23 50 278 13.5 17.7  4.59  8.33  7.39 999 1009.4   0.5   4.6 999.0 99.0 99.00
2013 01 18 00 50 281 12.6 15.2  5.10 12.12  7.81 999 1009.6   0.6   4.7 999.0 99.0 99.00
2013 01 18 01 50 282 11.8 14.6  5.00 10.00  7.71 999 1010.6   0.4   4.8 999.0 99.0 99.00
2013 01 18 02 50 267 10.9 13.3  4.99  9.09  7.53 999 1011.6   0.2   4.8 999.0 99.0 99.00
2013 01 18 03 50 267  8.7 10.7  4.97 10.00  8.14 999 1012.4   0.4   4.7 999.0 99.0 99.00
2013 01 18 04 50 260  8.5 10.5  3.93  9.09  7.36 999 1013.6   0.3   4.7 999.0 99.0 99.00
2013 01 18 05 50 275  8.4 10.6  4.27 10.00  7.57 999 1014.5   0.5   4.7 999.0 99.0 99.00
2013 01 18 06 50 276  9.0 11.4  4.09 10.00  7.53 999 1014.7   0.5   4.7 999.0 99.0 99.00
2013 01 18 07 50 262  8.3 11.0  3.77 10.81  7.27 999 1015.2   0.7   4.7 999.0 99.0 99.00
2013 01 18 08 50 263  7.7  9.9  3.68  9.09  7.25 999 1015.9   0.6   4.7 999.0 99.0 99.00
2013 01 18 09 50 260  8.0 10.2  3.39  8.33  7.04 999 1016.5   0.8   4.7 999.0 99.0 99.00
2013 01 18 10 50 270  8.5 10.9  3.49  9.09  7.12 999 1016.9   1.1   4.7 999.0 99.0 99.00
2013 01 18 11 50 272  7.7  9.9  3.23 11.43  6.79 999 1017.4   1.4   4.6 999.0 99.0 99.00
2013 01 18 12 50 278  7.4  9.2  3.38 10.00  7.36 999 1017.3   1.6   4.5 999.0 99.0 99.00
2013 01 18 13 50 281  6.0  7.9  3.44 11.43  7.34 999 1017.1   1.8   4.4 999.0 99.0 99.00
2013 01 18 14 50 276  5.2  6.8  2.99  8.33  7.16 999 1017.8   2.0   4.4 999.0 99.0 99.00
2013 01 18 15 50 252  3.9  5.7  3.18 11.43  7.67 999 1017.8   2.0   4.4 999.0 99.0 99.00
2013 01 18 16 50 271  1.4  3.4  2.91 21.05  7.49 999 1018.0   2.0   4.3 999.0 99.0 99.00
2013 01 18 17 50 223  1.2  3.1  3.00 19.05  7.98 999 1018.6   2.2   4.4 999.0 99.0 99.00
2013 01 18 18 50 199  1.0  3.1  2.91 19.05  8.32 999 1018.8   2.2   4.4 999.0 99.0 99.00
2013 01 18 19 50 157  3.0  4.3  2.94 17.39  9.10 999 1019.1   2.2   4.4 999.0 99.0 99.00
2013 01 18 20 50 150  5.2  6.6  3.06 17.39  9.37 999 1018.9   2.2   4.4 999.0 99.0 99.00
2013 01 18 21 50 149  5.6  7.7  2.56 19.05  8.31 999 1018.4   2.2   4.4 999.0 99.0 99.00
2013 01 18 22 50 145  5.8  7.0  2.27 17.39  7.30 999 1018.3   1.9   4.4 999.0 99.0 99.00
2013 01 18 23 50 125  6.4  7.7  2.24 19.05  7.43 999 1017.6   2.0   4.5 999.0 99.0 99.00
2013 01 19 00 50 124  8.0  9.7  2.25 11.43  6.89 999 1017.1   2.2   4.5 999.0 99.0 99.00
2013 01 19 01 50 117  8.5 10.3  2.18 16.00  6.59 999 1016.7   2.4   4.5 999.0 99.0 99.00
2013 01 19 02 50 111  9.3 11.1  2.34 10.81  6.36 999 1016.0   2.7   4.5 999.0 99.0 99.00
2013 01 19 03 50 108 10.2 12.1  2.64 16.00  6.56 999 1015.5   2.9   4.5 999.0 99.0 99.00
2013 01 19 04 50 113 10.8 12.9  2.52 17.39  6.17 999 1015.1   3.2   4.5 999.0 99.0 99.00
2013 01 19 05 50 117 11.3 13.9  2.40 17.39  5.49 999 1014.7   3.5   4.4 999.0 99.0 99.00
2013 01 19 06 50 118 11.6 14.6  2.43  5.26  5.17 999 1014.1   3.7   4.4 999.0 99.0 99.00
2013 01 19 07 50 124 11.7 13.9  2.89 17.39  6.09 999 1014.2   3.7   4.4 999.0 99.0 99.00
2013 01 19 08 50 121 11.5 13.8  2.81  6.25  5.79 999 1013.8   3.8   4.3 999.0 99.0 99.00
2013 01 19 09 50 118 12.0 14.4  2.74 17.39  5.90 999 1013.6   4.0   4.3 999.0 99.0 99.00
2013 01 19 10 50 114 12.9 15.5  2.87  6.25  5.79 999 1013.0   3.8   4.3 999.0 99.0 99.00
2013 01 19 11 50 108 12.6 15.3  3.12  7.69  6.02 999 1012.3   3.8   4.3 999.0 99.0 99.00
2013 01 19 12 50 109 12.8 15.4  3.19  7.69  5.96 999 1011.6   3.9   4.3 999.0 99.0 99.00
2013 01 19 13 50 110 13.4 16.3  3.35  7.69  5.91 999 1011.1   4.1   4.3 999.0 99.0 99.00
2013 01 19 14 50 109 13.4 16.2  3.48  8.33  5.94 999 1010.6   4.1   4.3 999.0 99.0 99.00
2013 01 19 15 50 109 13.2 16.5  3.33  9.09  5.79 999 1009.9   4.2   4.4 999.0 99.0 99.00
2013 01 19 16 50 111 12.8 15.4  3.39  8.33  6.22 999 1009.5   4.4   4.5 999.0 99.0 99.00
2013 01 19 17 50 112 12.8 15.6  3.25  9.09  5.94 999 1009.0   4.5   4.5 999.0 99.0 99.00
2013 01 19 18 50 114 12.6 15.0  3.76  9.09  6.29 999 1009.2   4.6   4.4 999.0 99.0 99.00
2013 01 19 19 50 115 12.4 14.7  3.40  7.69  6.18 999 1008.8   4.6   4.3 999.0 99.0 99.00
2013 01 19 20 50 116 12.4 15.5  3.65  7.69  6.18 999 1008.4   4.7   4.3 999.0 99.0 99.00
2013 01 19 21 50 117 12.6 15.3  3.51  8.33  6.21 999 1007.1   4.7   4.3 999.0 99.0 99.00
2013 01 19 22 50 116 12.5 14.3  3.40  7.69  5.94 999 1006.2   4.7   4.3 999.0 99.0 99.00
2013 01 19 23 50 122 12.7 14.9  3.41  7.69  6.02 999 1005.1   4.7   4.3 999.0 99.0 99.00
